z [cm];W [rad];W' [rad/cm];MT,tot [kNcm];MT,primario [kNcm];MT,secondario [kNcm];Bimomento [kNcm^2]
160;0,0034788679408700833;-0,0009044254285734818;-5,087656352518335;-1,0692318400024272;-4,018424512515908;-252,46892353096524
161;0,003477833126731787;-0,0009580976418859825;-5,087656352518335;-1,132684323296317;-3,9549720292220187;-248,48230942159424
162;0,0034767391488898704;-0,001010922343300527;-5,087656352518334;-1,195134859190845;-3,892521493327488;-244,55864549287492
163;0,0034755869415697537;-0,0010629129153573317;-5,087656352518336;-1,2565992688224454;-3,8310570836958906;-240,69693772896062
164;0,0034743774242450773;-0,0011140825292793649;-5,087656352518337;-1,3170931235036047;-3,770563229014732;-236,8962078098984
165;0,0034731115018706397;-0,0011644441483091529;-5,0876563525183345;-1,3766317486677095;-3,711024603850625;-233,1554928637812
166;0,0034717900651116606;-0,0012140105309928666;-5,087656352518334;-1,4352302277515667;-3,6524261247667664;-229,47384522281664
167;0,0034704139905694167;-0,0012627942344125382;-5,087656352518334;-1,4929034060166007;-3,594752946501733;-225,85033218324568
168;0,0034689841410033215;-0,0013108076173672734;-5,087656352518339;-1,5496658943097545;-3,5379904582085846;-222,28403576905248
169;0,0034675013655494956;-0,001358062843504205;-5,087656352518335;-1,6055320727649713;-3,482124279753364;-218,77405249940531
170;0,003465966499935883;-0,001404571884400018;-5,087656352518335;-1,6605160944462434;-3,427140258072092;-215,31949315977093
171;0,003464380366693977;-0,0014503465225938128;-5,087656352518336;-1,7146318889331298;-3,3730244635852067;-211,9194825766404
172;0,0034627437753671974;-0,0014953983545720724;-5,087656352518334;-1,7678931658496502;-3,319763186668683;-208,57315939581594
173;0,0034610575227159786;-0,001539738793706522;-5,087656352518335;-1,8203134183374883;-3,267342934180847;-205,2796758641939
174;0,0034593223929196212;-0,0015833790731455315;-5,087656352518332;-1,871905926474273;-3,2157504260440586;-202,03819761500046
175;0,0034575391577749536;-0,0016263302486599742;-5,087656352518337;-1,922683760638014;-3,1649725918803226;-198,84790345640835
176;0,0034557085768918594;-0,001668603201444018;-5,087656352518335;-1,9726597848182612;-3,1149965677000746;-195,70798516350197
177;0,003453831397885715;-0,0017102086408717814;-5,087656352518337;-2,021846659875084;-3,0658096926432528;-192,61764727352158
178;0,003451908356566789;-0,0017511571072104338;-5,087656352518335;-2,0702568467465574;-3,0173995057717784;-189,57610688433994
179;0,003449940177126654;-0,001791458974290454;-5,087656352518334;-2,1179026096056033;-2,9697537429127308;-186,58259345612552
180;0,0034479275723216483;-0,0018311244521337063;-5,087656352518331;-2,1647960189669595;-2,9228603335513714;-183,63634861613312
181;0,0034458712436534486;-0,0018701635895400507;-5,08765635251833;-2,2109489547451266;-2,8767073977732034;-180,73662596657942
182;0,0034437718815467843;-0,0019085862766330909;-5,087656352518336;-2,25637310926401;-2,8312832432543265;-177,88269089555163
183;0,003441630165524352;-0,0019464022473657068;-5,087656352518337;-2,301079990219013;-2,786576362299324;-175,07382039090177
184;0,003439446764378961;-0,001983621081986073;-5,0876563525183345;-2,345080923592424;-2,7425754289259103;-172,30930285707905
185;0,0034372223363429676;-0,0020202522094646654;-5,08765635251833;-2,3883870565226712;-2,6992692959956583;-169,58843793485758
186;0,00343495752925503;-0,002056304909883043;-5,087656352518339;-2,4310093601283977;-2,6566469923899407;-166,91053632390478
187;0,0034326529807242306;-0,002091788316784777;-5,087656352518332;-2,4729586322877806;-2,6146977202305512;-164,2749196081572
188;0,003430309318291607;-0,0021267114194894023;-5,087656352518332;-2,5142455003741375;-2,573410852144194;-161,68092008395047
189;0,0034279271595891313;-0,002161083065369708;-5,08765635251834;-2,5548804239481884;-2,5327759285701514;-159,12788059086617
190;0,003425507112496183;-0,002194911962093136;-5,087656352518338;-2,5948736974078854;-2,4927826551104526;-156,6151543452448
191;0,0034230497752935456;-0,0022282066798277817;-5,087656352518327;-2,6342354525964;-2,4534208999219276;-154,14210477633233
192;0,0034205557368149767;-0,0022609756534135517;-5,087656352518335;-2,67297566136891;-2,4146806911494254;-151,70810536501196
193;0,003418025576596379;-0,002293227184498995;-5,087656352518334;-2,711104138118812;-2,3765522143995215;-149,31253948508152
194;0,003415459865022623;-0,002324969443644476;-5,087656352518332;-2,7486305422641357;-2,3390258102541956;-146,95480024703906
195;0,003412859163472045;-0,002356210472392075;-5,087656352518333;-2,7855643806946313;-2,3020919718237014;-144,63429034433616
196;0,0034102240244586668;-0,0023869581853028345;-5,087656352518335;-2,82191501018024;-2,265741342338096;-142,35042190205212
197;0,0034075549917721697;-0,0024172203719618;-5,087656352518334;-2,857691639741506;-2,229964712776828;-140,10261632796679
198;0,0034048526006156534;-0,0024470046989514176;-5,087656352518337;-2,8929033329825646;-2,1947530195357725;-137,8903041659819
199;0,003402117377741231;-0,0024763187117938486;-5,087656352518334;-2,927559010387394;-2,1600973421309395;-135,71292495184852
200;0,003399349841583469;-0,002505169836862443;-5,0876563525183425;-2,9616674515795993;-2,125988900938743;-133,5699270711892
201;0,0033965505023907296;-0,0025335653832631736;-5,087656352518335;-2,9952372975466854;-2,0924190549716504;-131,4607676197457
202;0,0033937198623544365;-0,002561512544686351;-5,0876563525183425;-3,028277052829197;-2,059379299689145;-129,384912265843
203;0,0033908584157362988;-0,002589018401228987;-5,08765635251833;-3,0607950876751575;-2,0268612648431725;-127,34183511502374
204;0,003387966648993526;-0,0026160899211885172;-5,087656352518337;-3,092799640160647;-1,9948567123576906;-125,3310185768152
205;0,0033850450409020688;-0,0026427339628281145;-5,0876563525183345;-3,124298818276793;-1,9633575342415412;-123,35195323360713
206;0,003382094062677908;-0,0026689572761141563;-5,087656352518341;-3,1553006019838468;-1,9323557505344942;-121,40413771159635
207;0,003379114178096436;-0,00269476650442626;-5,087656352518338;-3,185812845232823;-1,901843507285515;-119,4870785537642
208;0,003376105843609945;-0,0027201681862402934;-5,087656352518339;-3,2158432779551913;-1,8718130745631478;-117,60029009487258
209;0,0033730695084632657;-0,0027451687567848293;-5,087656352518329;-3,245399508021176;-1,8422568444971528;-115,74329433842038
210;0,0033700056148075795;-0,002769774549671468;-5,087656352518335;-3,274489023167158;-1,813167329351177;-113,9156208355518
211;0,0033669145978124327;-0,0027939917984993222;-5,087656352518336;-3,303119192892532;-1,7845371596258044;-112,11680656587068
212;0,0033637968857759756;-0,002817826638434274;-5,087656352518324;-3,3312972703267416;-1,756359082191582;-110,3463958201421
213;0,003360652900233477;-0,002841285107763267;-5,0876563525183345;-3,3590303940667954;-1,7286259584515389;-108,60394008484182
214;0,0033574830560641096;-0,0028643731494239775;-5,087656352518336;-3,3863255899856797;-1,7013307625326564;-106,8889979285308
215;0,0033542877615960523;-0,0028870966125104274;-5,087656352518328;-3,4131897730123275;-1,6744665795060012;-105,20113489002597
216;0,0033510674187099423;-0,002909461253754822;-5,087656352518331;-3,439629748883479;-1,6480266036348523;-103,5399233683287
217;0,0033478224229406828;-0,0029314727389858743;-5,087656352518329;-3,465652215867745;-1,6220041366505842;-101,90494251430215
218;0,003344553163577647;-0,002953136644564221;-5,087656352518332;-3,49126376646259;-1,5963925860557422;-100,29577812405387
219;0,0033412600237633025;-0,0029744584587951548;-5,087656352518342;-3,5164708890644945;-1,571185463453847;-98,7120225339984
220;0,003337943380590274;-0,002995443583318971;-5,087656352518339;-3,5412799696126496;-1,546376382905689;-97,15327451758206
221;0,0033346036051968763;-0,003016097334479444;-5,087656352518337;-3,565697293206809;-1,5219590593115275;-95,61913918363861
222;0,0033312410628611403;-0,0030364249446706753;-5,087656352518328;-3,5897290456995536;-1,497927306818775;-94,10922787634425
223;0,0033278561130933456;-0,0030564315636626227;-5,087656352518329;-3,6133813152633674;-1,474275037254962;-92,62315807675937
224;0,003324449109727105;-0,0030761222599057685;-5,087656352518345;-3,636660093933042;-1,4509962585853036;-91,16055330592046
225;0,003321020401009002;-0,00309550202181512;-5,087656352518334;-3,6595712791236528;-1,428085073394681;-89,72104302946335
226;0,0033175703296868145;-0,0031145757590340184;-5,087656352518338;-3,682120675124662;-1,405535677393676;-88,30426256375291
227;0,003314099233096345;-0,003133348303677904;-5,087656352518332;-3,704313994570322;-1,38334235794801;-86,90985298349355
228;0,0033106074432468855;-0,003151824411558494;-5,087656352518338;-3,7261568598869306;-1,3614994926314077;-85,53746103080026
229;0,0033070952869053223;-0,0031700087633885774;-5,087656352518337;-3,747654804717163;-1,3400015478011738;-84,1867390257064
230;0,0033035630856789204;-0,0031879059659678946;-5,087656352518345;-3,768813275322044;-1,318843077196301;-82,85734477807898
231;0,0033000111560968046;-0,003205520553350134;-5,087656352518335;-3,789637631960603;-1,298018720557733;-81,54894150093155
232;0,003296439809690139;-0,003222856987991637;-5,087656352518336;-3,810133150247891;-1,2775232022704452;-80,26119772510484
233;0,00329284935307106;-0,003239919661881919;-5,087656352518348;-3,8303050224915127;-1,2573513300268353;-78,99378721528724
234;0,003289240088010343;-0,0032567128976562507;-5,087656352518331;-3,8501583590069455;-1,2374979935113857;-77,74638888737147
235;0,003285612311513861;-0,003273240949690879;-5,087656352518332;-3,869698189412328;-1,2179581631060041;-76,51868672711048
236;0,003281966315897823;-0,0032895080051806936;-5,087656352518339;-3,888929463902509;-1,1987268886158295;-75,31036971005717
237;0,0032783023888628303;-0,0033055181852000995;-5,087656352518339;-3,907857054503229;-1,1797992980151095;-74,12113172276997
238;0,0032746208135667624;-0,003321275545746961;-5,0876563525183265;-3,926485756305296;-1,1611705962130305;-72,95067148526815
239;0,0032709218686965123;-0,0033367840787702713;-5,087656352518339;-3,9448202886795207;-1,1428360638388186;-71,79869247469614
240;0,0032672058285385854;-0,0033520477131812965;-5,08765635251833;-3,9628652964721107;-1,1247910560462195;-70,66490285021167
